fecha,comentario,categoria,sentimiento,confianza
2026-08-04,"Son las autenticas cool de toda la vida,lo malo que ay que pedir un numero mas porque suelen venir pequeñas,yo mi caso tengo el 43/44 y me toco cambiarlas por 45/46",shoes,positive,0.7783710360527039
2026-06-18,"Llegaron bien de tiempo, vinieron bien y bien hechos. son muy bonitos y vienen varios colores para combinar. Además viene con un expositor como los de las tiendas así que puedes tenerlo como decoración también.",jewelry,positive,0.917128562927246
2026-09-04,"Muy buena tinta, volveré a pedir",drugstore,positive,0.933699667453766
2026-07-19,"He recibido el libro sucio y deteriorado, mi primera experiencia negativa desde que utilizo Amazon.",book,negative,0.983485460281372
2026-06-11,No se ajusta bien. Enseguida las costuras se han descosido.,home,negative,0.9147891998291016
2026-08-24,"Al abrir el libro la goma debería estar en el otro lado, en la otra tapa, para sujetarlo abierto.",wireless,neutral,0.6330721378326416
2026-06-26,"Después de 2 meses de uso, sigo muy contenta con el pc, no me arrepiento de haberlo comprado.",pc,positive,0.988468587398529
2026-08-02,Es bonito y está bien como complemento,watch,positive,0.4870296120643616
2026-08-28,Deseo que me hagan la devolucion de mi dinero por la cual se me cobró por dos libros en la cual solo pedi uno y llego conforme y a los dos dias llego otro libro cosa q no lo acepte a los señores de DHL porque no lo pedi sin embargo me cobraron y ahora deseo la devolucion de mi dinero de un libro que no pedi,book,negative,0.9425208568572998
2026-08-25,El material es algo endeble y las puertecitas quedan medio abiertas pero cumple su función y ha quedado muy bonito detras de la escalera,furniture,neutral,0.8055999875068665
2026-07-29,"El ratón me ha gustado mucho es muy cómodo y se adapta perfecto a la mano, los materiales son de buena calidad y las luces RGB quedan muy bien, ideal para gamers llevo una semana con él y encandado",wireless,positive,0.9939768314361572
2026-06-27,"no es muy interesante, eso si te permite seguir utilizando el cafe que te gusta de siempre y tendria que tener mas pegatinas y asi poder volver a utilizar.",kitchen,neutral,0.6525282859802246
2026-07-19,"Estimado proveedor, he tenido un problema con la flauta y es que la llave que debe cerrar para que suene la nota re no cierra bien y por lo tanto no suena el sonido re. He hablado con mi profesora y me ha indicado que la flauta necesitaría un ajuste de esta llave. Como se encuentra en garantía, espero sus instrucciones para poder hacer este ajuste, gracias",musical_instruments,neutral,0.6499845385551453
2026-08-16,"Correcto, buena calidad precio, cumple con lo esperado.",toy,positive,0.8382415771484375
2026-07-03,Me gustaron mas las que pedí la otra vez. Tenían más agarre y tenían más resistencia al desgaste. Pensé que al pedir el mismo producto me iban a enviar las mismas. De todas formas ninguna de las dos veces me enviaron unas conteras que tendría el dibujo que se ve en la imagen.,drugstore,neutral,0.4790659248828888
2026-09-06,"Se acaba rompiendo, llevo 3. Vale la pena el original",electronics,negative,0.5384089946746826
2026-09-13,"Iba la talla un poco grande y es menos elegante que lo que parece en la foto, finalmente lo cambie. Entrega y devolucion muy rapida",apparel,neutral,0.616273820400238
2026-09-07,"Calidad regular. Plástico demasiado endeble que a pesar de ajustar bien no pasa desapercibido. Ha durado 1 semana puesto, con un mínimo enganche en la ropa se rompen las patillas",pc,negative,0.9459705948829652
2026-06-01,Tal y como aparece en las fotos,baby_product,positive,0.9093050956726074
2026-06-21,"Me encanta el olor que puedo decir, espero que un día pueda llegar a mejor precio a España. Muy caro para un suavizante.",drugstore,neutral,0.5711588263511658
2026-07-25,"El producto cumple con su objetivo, que para mi era quitar de la vista lo que hay detrás de la puerta del lavadero.",home,positive,0.5165988206863403
2026-06-06,"casi todas las lijas son finas, del resto de medidas prometidas... de medida intermedia solo cilindros grandes y de medida gruesa solo cilindros pequeños. todavia no los probe, pero no se ven muy buenos. encima, el sabado me quede en casa esperando toda la mañana, hasta que casi a las tres de la tarde me llega un mensaje de que no pudieron ponerse en contacto para la entrega, (se les estropearia su telefono, ya que al mio ni intentaron llamar) asi que al final a recogerlo a correos...",home_improvement,negative,0.8203673362731934
2026-08-31,La máquina hizo su función pero solo una vez y ya tuvimos que añadirle unas arandelas a la manilla porque perdió rosca es para cantidades pequeñas es pequeña,home,negative,0.5797223448753357
2026-08-20,"Me gusta el tamaño de los platos, pero no sé ven tan bonitos como en la foto, son menos blancos. La vajilla no es de muy buena calidad, pero por el precio tampoco esperaba gran cosa. Llegó un plato llano roto. No lo descambie porque ir cargando con la vajilla a correos me pareció un engorro, la estafeta de correos no me queda muy a mano.",home,negative,0.8945709466934204
2026-08-08,"Para lo que me costó, esta genial",beauty,positive,0.7599811553955078
2026-09-03,"Compre este pack de acrilico para pintar piezas impresas en 3D. Estoy empezando en el mundo de las miniaturas pero los pinceles parecen de una calidad aceptable. Es cierto que la pintura no cubren igual de bien que otras de mejores marcas, aunque cumple con su cometido por el precio que tiene. Lo recomiendo para los que esten empezando como yo.",home,positive,0.6515334844589233
2026-06-05,"No ha sido entregado, al menos, al destinatario correspondiente. Pone que ha sido entregado el lunes y aquí no llegó nada.",wireless,negative,0.9923458099365234
2026-09-10,El sonido deja mucho que desear aparato bueno,other,neutral,0.5946710109710693
2026-06-03,"Tras la buena experiencia con mi band 2 que aún la tengo pero no me he podido resistir a tener la mi band 3 ya que viene aún más completa: La pantalla es más grande y táctil Más capacidad de batería Mejor sistema de notificaciones Ritmo cardiaco mejorado. A parte de las funciones anteriores como (alarma, actividad física, sueño etc) me ha gustado las mejoras como son: El cronómetro. El iniciar una actividad pulsando solo la mi band en vez de ir a la aplicación mi fit. Poner el móvil en silencio, algo muy cómodo cuando estás reunido y te das cuenta que el móvil te puede sonar y simplemente con la pulsera poner el móvil en silencio. Notificaciones del tiempo de 3 días. Realmente muy contento ya que por poco dinero tienes todo en una pequeña pulsera.",sports,positive,0.9963171482086182
2026-07-23,"El afilado es normalillo, pero el problema que tiene es que cuando utilizas la pestaña trasera para levantar la corteza se te pliega la hoja, Un bloqueo le iría bien.",home_improvement,neutral,0.5457876324653625
2026-06-23,"Lo compré para una niña de 8 años y la verdad es que es imposible que sepa las preguntas, son difícil de saber hasta para un adulto, lo recomendaría para niños y niñas de 12/13 años y aun así hay preguntas que no sabrían.",book,neutral,0.4850794076919555
2026-09-09,"El cristal es mucho más pequeño que la pantalla del móvil. Por lo que deja todos los bordes al descubierto, así que proteger no protege nada. Si lo quieres devolver tienes que hacerte cargo del importe de la devolución, el cual es la mitad del producto. Por lo que te queda sin producto y habiendo pagada la mitad.",wireless,negative,0.9900817275047302
2026-07-23,"Si estás buscando una funda acorde al tamaño de un Tom Tom, olvídate. Demasiado grande. Me recordó a las fundas para guardar los CD's. Cabe perfectamente, el Tom Tom, su cargador, accesorios y todo aquello que quieras guardar.",wireless,negative,0.5248804092407227
2026-07-07,No es para nada como parece,wireless,negative,0.8951849341392517
2026-08-13,"Son agradables al tacto, tal y conforme se indican, y son cómodas, el problema es la cintura, llega casi por debajo del pecho, es muy muy incómoda, se nota que sobra tela. mi hija es muy alta y le pasa lo mismo, tiene demasiado tiro.",apparel,negative,0.5844550728797913
2026-08-13,Funda muy buena calidad-precio el único problema es que la parte de las cámaras y sensores frontales se ensucia y hay que desmontarla para poder limpiar (si no no funciona el Face ID correctamente).,wireless,neutral,0.5475456714630127
2026-08-22,"Compré dos y las dos se rompieron después de dos meses de uso. Muy mala calidad de los materiales, por lo demás parecía cumplir su función de filtro...",sports,negative,0.9912350177764891
2026-06-17,"Es una chaqueta de invierno, y no de otoño o primavera, es de un material muy rígido, no como parece en la foto de algodon flexible y maleable.",apparel,negative,0.7838130593299866
2026-08-24,"La calidad no está mal del todo, pero las medidas no están bien acogida a lo ancho no se ajusta bien y es muy difícil colocar. Se ve bien una vez puesta y quitadas le burbujas",wireless,negative,0.495758056640625
2026-08-17,No lo compraré no es lo que me esperaba difícil de usar no es práctico,home,negative,0.9344798922538756
2026-08-12,"Quedan un poco flojas, pero bastante bien para el precio",home,neutral,0.6417774558067322
2026-09-18,"He tenido que devolver el producto porque no funcionaban los valores de humedad, aunque es cierto que la temperatura la detectó en el momento, siendo bastante fiable.",furniture,negative,0.6362167596817017
2026-06-01,"Me dicen que ha llegado a casa el paquete, pero a mi no me han avisado la compañía de que venía mi casquete y ustedes me dicen que el paquete se ha dejado en un buzón de correos. Es coña? Ahora me tengo que buscar la vida para saber en qué buzón de correos está. Me parece ridículo y vergonzoso",home_improvement,negative,0.975981831550598
2026-07-21,"Transporte de 10 Correa tal como de anuncia, buena calidad. La volvería a comprar.",sports,positive,0.9296839237213136
2026-07-15,perfecta para trabajar de pie i apoyado... eso si solo apto para traseros pequeños.,home,positive,0.8435409069061279
2026-08-16,"Mi hijo está enganchado a él. Cuando se despierta directo a jugar. Además, una cosa que me guata mucho es que se activa cuando el niño llora.",toy,positive,0.9035423994064332
2026-06-04,"Es muy Bonita, pero al mes ya se me rompió en una caída. Al menos, protegió el teléfono",wireless,negative,0.5210162401199341
2026-08-01,"No lo recomiendo por qué una vez colocado en la pantalla, a contra luz con la pantalla apagada se ve la pantalla con puntitos haciendo cuadrados.",home,negative,0.9883216023445128
2026-08-04,"Está bien, pero no es adecuado para mi televisor. Lo he tenido que devolver por este motivo. No puedo decir nada malo, porque es algo que no ha funcionado por falta de compatibilidad.",pc,neutral,0.5689015984535217
2026-09-12,Hace muy poco que tengo las batería y no se realmente el resultado de momento funciona bien y llegó en el día señalado incluido un detalle ya contaré más,electronics,positive,0.8670347332954407
2026-07-02,"Llegó en tiempo y bien, un libro recomendado para que vayan comprendiendo los cambios que van a tener en la pubertad.",book,positive,0.5553401708602905
2026-07-04,"Todo correcto, pero no sé instalarlo, necesito pata un pequeño motor de 12v",home_improvement,positive,0.6085787415504456
2026-08-31,En la descripción indica todo tipo de cocinas y en cocina de induccion a mi no me ha ido.,home,negative,0.7727572321891785
2026-09-03,Se adaptan perfectamente los diferentes soldadores y quedan muy estables.,industrial_supplies,positive,0.9718905687332152
2026-08-11,"No merecen la pena, tardan muchísimo en cargar y nunca terminan de cargarse por completa. Se supone que cuando finaliza la carga las luces del cargador se apagan y no lo hacen. Ademas se calienta demasiado, lo cual obliga a estar pendiente en todo momento de las pilas por precaución. No las recomiendo, es mejor pagar algo mas y comprar un cargador rápido.",electronics,negative,0.973274827003479
2026-07-09,Buena calidad precio,luggage,positive,0.7010223269462585
2026-06-26,Me vino como sucio no hubo manera de limpiarlo. La tira larga una chufla horrible de fea.,shoes,negative,0.9727282524108888
2026-07-04,"Muy suave y encaja perfectamente, protege muy bien al reloj",sports,positive,0.96918386220932
2026-07-24,"Muy cómodas, muy ligeras, pero si les das mucho tute.... mmmm no duran tanto como otras, pero bueno. Están bien para trabajo en almacén, para la calle según el uso.",industrial_supplies,neutral,0.7790763974189758
2026-06-03,"A ver, parto de la base de que el precio era muy competitivo. Sin embargo la boca del vaso ajusta tanto la cabeza de la escobilla, que siempre acabas mojando el borde cuando la guardas. Además, la ""guarda"" del mango es muy sucia. No está mal del todo pero seguro que hay opciones más utilizables.",home,neutral,0.743093729019165
2026-07-20,"La luz trasera es de menos a mas intensidad, pero no tiene la función de intermitencia.",sports,neutral,0.5901402235031128
2026-06-12,Tipico articulo que ves videos y parece facil usar y luego no hay forma de que a ti te quede igual de bien colocado,home,negative,0.5348408818244934
2026-08-04,"Llevo tiempo queriendome comprar el sofà y ahora que lo tengo no me arrepiento.. Me gusta muchisimo, para llevarlo a la playa es perfecto, es fàcil de usar y es muy ligero a la hora de transportar! Recomendado 100%",furniture,positive,0.9937210083007812
2026-07-24,"Junto con un Logitech G403 desconozco realmente si debería permitir que se deslizara un poco el cable o únicamente lo debe dejar fijado. Lo que no es entendible es su elevado precio, totalmente exagerado.",video_games,neutral,0.5854530334472656
2026-09-16,"Sonido bien pero la paletilla detrás de la oreja aunque se le puede dar la forma de la oreja no se mantiene ese ajuste , no se si con el tiempo dándole es ajuste deseado todos los días termine por romperse,",electronics,negative,0.6489772796630859
2026-06-05,"El pedido llegado rápido pero faltaba tornillos y la silla no es muy estable q esperaba yo,el asiento es poco duro.",home,negative,0.5182328820228577
2026-09-02,"No es como la personalización,tiene algún fallo,me vale,aunque por ese precio tampoco se puede pedir que sea perfecto,es lo que tiene comprar en internet.",home_improvement,neutral,0.4995293915271759
2026-09-02,Buena construcción y buena sensación en la mano,video_games,positive,0.9567596912384032
2026-07-27,"Bueno, pero se ha roto en 30 dias.",wireless,negative,0.7337383031845093
2026-06-17,Llegaron bien. La única pega es que el diámetro de la pinza tiene una medida que no coincide con mi multímetro y he tenido que ajustarla (con unos alicates) aunque no quedan todo lo ajustadas que deberían. Pero hacen su cometido.,industrial_supplies,neutral,0.7486260533332825
2026-07-17,"Los accesorios son muy útiles para alfombras y para alcanzar a los rincones, no obstante, desprender del aspirador las piezas mayores cuesta bastante esfuerzo.",kitchen,neutral,0.8240902423858643
2026-06-23,"La imagen está bien pero el sonido es pésimo ,se oye como si estuviera metido en una lata",other,negative,0.8761604428291321
2026-08-18,"No es impermeable, porque la humedad propia de la noche traspasa la funda de la carpa.",lawn_and_garden,negative,0.5807965397834778
2026-09-09,Bonito detalle y con una aceptable calidad,toy,positive,0.7517414689064026
2026-08-24,"La calidad es la de nuk, muy buena, pero me arrepiento. Los cereales no pueden darse con esta tetina porque se atasca. Además después de informarme he visto que no es bueno alimentar en biberón salvo la leche. Lo usaré para la leche cuando el bebé sea mayor, aunque es mejor cambiar a vaso lo antes posible.",baby_product,neutral,0.4840146601200104
2026-06-14,Me ha gustado su tamaño y y no me ha gustado su endeblez,sports,negative,0.4697789549827575
2026-08-05,"No son garantia de por vida, se acaban rompiendo en unos años, el conector acaba sin encajar bien en el movil",wireless,negative,0.923979640007019
2026-08-14,Me llego muy rápido el cristal... pero de templado no tiene nada... se lo coloqué y en menos de 1/2 día sin caídas se agrietó en la parte de arriba... lo tenia en el bolsillo. Es mejor pagar un poco más por uno de mejor calidad,wireless,negative,0.7961800694465637
2026-07-21,Es como los que venden en cualquier superficie comercial pero muchísimo más caro sin que haya una calidad diferencial. no se justifica.,home_improvement,negative,0.7677007913589478
2026-09-11,Las teclas no se corresponden. Escriben simbología diferente a la que viene marcada.,wireless,negative,0.9655877351760864
2026-07-08,"En princio bien, a los pocos dias se empaño aunque el funcionamiento es correcto",pet_products,negative,0.6075505018234253
2026-08-03,"Buena silicona al tacto, la vibración deja mucho que desear, pero en general esta bien. El producto en si es recomendable .",drugstore,neutral,0.7147384881973267
2026-09-06,"POR EL PRECIO TAMPOCO SE PUEDE PEDIR MUCHO, PERO SON UN ZARRIO, ME HAN SERVIDO PARA LO QUE QUERIA PERO HAY QUE SER CONSCIENTES DE LO QUE SE ESTA COMPRANDO",home_improvement,neutral,0.7287787795066833
2026-07-08,"Está bien por 20€ que la pillé en oferta flash. No vale más. El cristal está demasiado difuminado para mi gusto pero están bien acabadas y para conducir están bien, pero dudo que me sirvan para el verano.",sports,neutral,0.6568363308906555
2026-07-20,"Las escobillas y los rodillos bien. En ese sentido salen muy baratos y son buenos. El filtro no es ni parecido al original, apenas cumple su funcion por lo que enseguida da señal de error: aviso de deposito lleno siendo falso y con la consiguiente cancelacion del trabajo.",kitchen,negative,0.5346800684928894
2026-09-06,"Uso autobronceadores para la cara ya que no dejo que me da nada el sol y esta visiblemente mas blanca que el resto del cuerpo. Esto no es un autobronceador, como pensaba, deja color instantaneo en la cara, pero es un color muy artificial. No lo recomiendo, yo lo tengo casi entero porque cada vez que me lo pongo queda tan poco natural que se ve feo",beauty,negative,0.9887730479240416
2026-08-21,"Me ha funcionando muy bien para que no se vieran unos arañazos en unos zapatos, estaban para tirar y ahora se ven nuevos. Eso si he usado negro y eran negros para cambiar de color no se",shoes,positive,0.7492552399635315
2026-06-30,No es la calidad que esperaba. Para mi por este precio hay marcas y productos mejores,office_product,negative,0.6759232878684998
2026-08-18,"No ha sido entregado así como aparece en mi listado de pedidos, espero que se solucione pronto. Un saludo ,",home,negative,0.9405131340026855
2026-08-30,¡Las partes se sienten un poco ruidosas cuando se instalan en la computadora! Todavia un poco lento juego para juego,pc,neutral,0.4966894388198852
2026-07-21,Calidad buena aunque en ocasiones hay alguna interferencia Pero el sonido de la voz es de buena calidad,musical_instruments,positive,0.7356036901473999
2026-08-02,Aparte de que no es como en la foto. Hace bolsa delante. Muy fino,home_improvement,negative,0.8171802759170532
2026-09-06,"Libro muy bonito, ilustraciones preciosas e información interesante",book,positive,0.9540383219718932
2026-07-22,No llego el día programado,beauty,negative,0.8105403780937195
2026-07-08,"Es exacto a la imagen, ahora hay que probarlo si funciona o no.",automotive,positive,0.6693293452262878
2026-09-05,ENVIEN MI PRODUCTO Y SABRE QUE OPINAR,home,positive,0.4333459734916687
2026-08-27,Es muy bonita y se adapta a mi edredón perfectamente. La única pega que le veo es que se queda abierta por la parte en la que metes el edredón. No lleva ningún sistema de cierre. Por lo demás bien.,home,neutral,0.7728619575500488
2026-08-18,Sencillas pero bien de precio,automotive,neutral,0.6421641111373901
2026-06-30,"El color no es como el de la foto, vienen los palos y la cuerda para colgarlo separados para que lo adaptes tú. Los compartimentos son un poco pequeños, en la foto parecen mayores. Pero bueno por el precio que tiene no podemos pedir más!",baby_product,neutral,0.821853518486023
2026-09-14,Buena relación calidad-precio. Llevo 1 mes durmiendo con el y de momento ningún problema.,home,positive,0.9485522508621216
2026-07-21,No tiene suficiente potencia como para conectar varios HD. Lo he tenido que devolver y comprar uno parecido con soporte directo de corriente.,electronics,negative,0.8135072588920593
2026-08-20,"Libro de texto, por lo que solo es opinable el correcto plazo de entrega",book,neutral,0.5711966156959534
2026-06-05,"Tallaje pequeño. Hay que comprar dos tallas más, si no te gusta que te apriete. Tejido muy suave al tacto. Mejor lavarlas a mano...una se me ha estropeado en el primer lavado de lavadora. Por eso no le pongo 5*",apparel,neutral,0.5416781306266785
2026-06-29,Muy bien y económico,baby_product,positive,0.976925015449524
2026-06-04,"Las sombras son pequeñas, Pero están bien, fijan bien los colores, bastante repetitivos los colores parece, recibido enseguida, en buen estado",drugstore,neutral,0.6359641551971436
2026-06-10,En este ultimo pedido ha ocurrido un incidente y una de las latas del pack ha llegado rajada y vacía y todas las latas pringosas,other,negative,0.9424511790275574
2026-07-26,"Desgraciadamente, no me ha servido. He limpiado el césped artificial de mi terraza, en donde suele estar mi perra, donde ella, aveces hace pipí. El césped sigue estando sucio, y la combinación de olores, es horrible. No digo q el producto no sirva. A mí, no me sirvió",lawn_and_garden,negative,0.9204216599464417
2026-06-17,"No estaba segura de que se sujetaría bien, pero ha quedado perfecto. Primero pasé unos algodones con alcohol por el azulejo donde iba a ir el estante, lo presioné, y queda genial Es absurdo taladrar una pared cuando lo que vas a colgar pesa poco. Mi única pega, por decir algo, es que quedaría más bonito en blanco que en gris, me refiero a la plaquita, pero bueno ¡lo recomiendo totalmente, es un buen producto! :)",home,positive,0.973389208316803
2026-08-13,Tardó 4 meses en llegarme,sports,neutral,0.478874534368515
2026-06-17,"Una mesa como se describe, útil , de fácil instalación , durabilidad está por ver",furniture,positive,0.724687933921814
2026-08-23,"El hecho de que tiene 3 modos de uso lo hace perfecto para aprender. Utilizándolo en el modo suelo, manejas rápidamente el movimiento. En cuanto al modo agua, es lo mismo que en el modo tierra, pero en el agua. El modo de aire es tan fácil de usar como cualquier mini dron. Juguete muy interesante, recomendado.",toy,positive,0.9848455190658568
2026-08-27,"Ya sabía lo que compraba así que el producto genial y el vendedor un 10, envío rápido y trato perfecto.",sports,positive,0.9887112379074096
2026-08-08,"Solicite la devolución debido a que no funciona bien la temperatura, ha pasado más de una semana y no he tenido respuesta para la devolución ni reembolso del dinero. No recomiendo el vendedor.",kitchen,negative,0.9979490637779236
2026-07-04,Si no fuera porqué llegó roto le pondría más estrellas. Es sencillo pero bonito y entran bastantes revistas,home,negative,0.7147585153579712
2026-06-06,BUENO BONITO Y BARATO YA QUE MIRO TODAS LAS PAGINAS ANTES DE EFECTUAR UNA COMPRA Y SIEMPRE SEGURA AT JAVIER DESDE TARIFA,wireless,positive,0.8286901116371155
2026-07-23,Me ha gustado mucho. He utilizado otros de espumilla y este de silicona que gusta mucho más. Ahora a ver lo que dura.,baby_product,positive,0.969903290271759
2026-08-05,"Son bonitas, pero en una semana se hunde la suela y parece que andas por el suelo. No estoy muy contenta.",shoes,negative,0.8495022654533386
2026-08-16,Especial para roedores pequeño,lawn_and_garden,positive,0.8051903247833252
2026-09-15,"Todo bien, recibido en plazo.",drugstore,positive,0.8753664493560791
2026-07-13,"Me gusta que es un collarin comodo, que realiza su funcion, y eso ya es complicado, cuando se trata de una protesis digamos correctora. Tiene un belcro, que ajustas a tu cuello.Buen material, rapidez en la entrega.",drugstore,positive,0.842483639717102
2026-08-14,"Tengo un portátil de 17 pulgadas y me sobran 3 dedos por los lados con lo que es muy grande. En lo relacionado al material, está muy bien, lo único es el tamaño.",pc,negative,0.5577570796012878
2026-06-23,"Las instrucciones vienen en inglés, imposible la configuración sin ningún tipo de ayuda. No avisa de que sea así. K",sports,negative,0.9795459508895874
2026-07-25,Estaría bien que se pudiera meter en la lavadora,baby_product,neutral,0.4113351106643677
2026-08-19,"De momento funciona perfectamente, no es original de Samsung pero no le veo diferencias. La compré por los buenos comentarios que tiene y me sumo a ellos.",wireless,positive,0.9210293292999268
2026-09-03,La caja y el producto están defectuosos,sports,negative,0.9592341184616088
2026-08-14,"Lo compré para completar un mini pc Beelink. Me gustaba la estética rollo Mac y que no tuviera cables. Al recibirlo y manejarlo, claro...cumple bien, el conjunto se conecta con un USB -incluido- sin problema al Win10 y el look mola, pero salvo que estés buscando esa precisa estética tal vez otros productos sean más interesantes en cuanto a calidad de acabados. Hubiera deseado una terminación verdaderamente metálica en el teclado -y no simulada en plástico- o una mayor finura y tacto de calidad en el ratón. Funciona todo ok e incluye las pilas, pero la sensación al utilizarlo es ""barato"". Honestamente, debería costar algo menos.",pc,neutral,0.8422412276268005
2026-06-16,"Un cubo pequeñito para mi baño pequeñito. Justo lo que buscaba. Tampoco es que un cubo deba tener muchas cosas más, pero estaría bien que llevara algo para que se aguantaran bien la bolsa de plástico.",home,positive,0.76517653465271
2026-06-08,"Muy bueno y carga muy rápido. Lo utilice en cuanto lo recibí, mi sorpresa fue positiva porque me cargo muy rápido el tablet y móvil. Gracias",pc,positive,0.9834498763084412
2026-06-04,El jueves pasado recibí el colchón y lo dejé reposar más de 30h. En principio todo bien hasta cuando fui a vestirlo y m encontré con un agujero y una mancha amarilla en los laterales. Adjunto fotos. De momento sólo pongo dos estrellas hasta q reciba la respuesta del vendedor ya q lo necesito en unos días y ni m da tiempo a devolverlo y esperar a recibir otro,furniture,negative,0.98308002948761
2026-09-12,Muy contento por la calidad de la grifería y a un precio muy ajustado. lo recomiendo sin ningúna duda.El envío fué rápido,wireless,positive,0.985316812992096
2026-06-04,El material es bastante malo y no es lo que esperaba la verdad... Le falta el doble recubrimiento interior... Pero por ese precio creo que fue fallo mío,apparel,negative,0.8304963111877441
2026-07-26,Son tan bajas que mis hijos tocan al arena al sentarse en la silla. Creo que sirve para niños muy pequeños pero no para niños de 12 como los míos,lawn_and_garden,negative,0.8561281561851501
2026-06-25,"Buen funcionamiento,aunque la imagen dista bastante del aspecto real,la visión de los dígitos no es la mejor",furniture,neutral,0.7128655314445496
2026-08-06,Servicio rápido y excelente calidad del producto.,sports,positive,0.9638476371765136
2026-09-04,"No tiene Instrucciones legibles. No salir aprendido o no tener tiempo para averiguar por la red COMO FUNCIONAN las cosas. Es un problema moderno. No sé Chino, ni lo entiendo. Aprendí, destrozando 3 protectores. Lo siento NO ME VALE.",wireless,negative,0.9756630063056946
2026-08-06,"Es un buen complemento de decoración para Halloween. Lo que no me ha gustado es que con el tiempo las calabazas se destiñen, pierden su color original.",toy,neutral,0.7285283803939819
2026-06-27,"Me compré el conjunto de 3 recipientes en abril de 2018. A la hora de hacer el vacío había que tener mucho cuidado en que encajara bien la tapa en el recipiente y en poner la cánula. Cuando había que abrir los botes, una vez extraído el aire, había que hacer bastante fuerza. No obstante, estaba contento con el producto ya que la comida se conservaba muy bien. Sin embargo, al cabo de 7 meses (noviembre de 2018) dos de las tapas dejaron de funcionar. A la media hora los recipientes perdían el vacío. Llamé a Amazon, devolví el conjunto y me lo repusieron. Los nuevos han durado 1 mes y medio. De nuevo, dos de ellos ya pierden el vacío casi instantáneamente. Mi sensación es que el control de calidad de FoodSaver es nulo. La envasadora que tengo (de FoodSaver) me ha funcionado desde hace dos años perfectamente. Pero antes, tuve que devolver dos de ellas.",kitchen,negative,0.9347099661827089
2026-09-01,"Todo bien, pero las gafas que son muy lindas, duraron media hora. Se les salió la patilla. Sin remedio. Y en nuestro caso era el elemento estrella.",toy,neutral,0.3686875700950622
2026-07-02,"Me vino genial para una terraza que tengo, cuando atravieso la puerta siempre me doy de narices hasta que encuentro el interruptor de la luz, pero como esta tiene sensor de movimiento ya enciende cuando accedo y es muy util. No tiene tanta potencia como otras pero está genial para conseguir ver la zona.",home,positive,0.8177343606948853
2026-07-20,"Ha llegado pronto y todo en perfecto estado. Las indicaciones de montaje geniales. El montaje es un poco entretenido, pero no tiene pega. Muy bien.",furniture,positive,0.9646698832511902
2026-07-31,"Muy bueno su uso pero se me rompio un trozo de la silicona, asi sin mas. No es de mucha calidad y la medida me parecia mas grande. Es pequeño",beauty,neutral,0.7236551642417908
2026-07-21,"Es precioso y las cartas tiene unas imágenes muy bonitas,,",book,positive,0.8946613669395447
2026-06-19,"Me llegó en el tiempo estimado. La presentación buena. Pero una vez puesto el cristal en el móvil, tal como pone en las instrucciones y además para más seguridad haber visto unos cuantos vídeos en internet de como instalarlo correctamente, quedan bastantes burbujas imposibles de quitar y los bordes como comentaron otros compradores no se pegan. Un desastre. No lo compraría de nuevo. En serio no lo compréis.",wireless,negative,0.95584899187088
2026-06-21,Funciona bien. Estoy satisfecho. Pero los manguitos reventaron con la presión y tuve que buscar unos decentes. Por lo demás muy bien.,home_improvement,neutral,0.5979167222976685
2026-06-05,"Navaja suiza muy completa y de bastante calidad, para el precio que tiene es buena opción para llevar al campo.",sports,positive,0.6485766768455505
2026-08-21,"el papel es suave, pero es demasiado fino para ser dos capas. Por lo demás bien el embalaje y envío",industrial_supplies,neutral,0.6307390332221985
2026-08-31,Es bastante bueno respecto a que lleva accesorios que son muy útiles. Los bastidores bien relación calidad precio. Aunque me llegó uno roto.,home,neutral,0.5874875783920288
2026-07-12,"Los compré para regalar a una amiga junto con un libro de colorear, así que no puedo dar una opinión bien formada de ellos, pero según lo que dice están bastante bien.",office_product,positive,0.6188125610351562
2026-07-31,Una punta ligeramente torcida pero bien,pc,neutral,0.519632875919342
2026-06-22,Hay otros mas apropiados para los niños. Este requiere bastante de la ayuda del profesor. Tienen que conocer bien el pentagrama y las notas.,book,negative,0.601507842540741
2026-06-21,El producto es tal y como lo describe el vendedor. Su aspecto es bueno y de calidad. Hecho en falta una funda protectora. La tuve que devolver porque me resultaba incómoda.,personal_care_appliances,neutral,0.6868234872817993
2026-08-09,Se calienta picando hielo y huele a plástico.,kitchen,negative,0.8532830476760864
2026-06-01,La calidad del sonido es buena aunque hay que ponerlos siempre por encima del 80 % del volumen. Algunas veces se corta un poco la conexión... Entiendo que es normal en auriculares inhalambricos...,electronics,neutral,0.6949502229690552
2026-06-05,"Muy aceptables y con buen precio. Como yo las tomo en batidos de soja, no me importa que sean pequeñas. Volveré a comprar, aunque desconozco la procedencia y su salubridad.",grocery,neutral,0.556657075881958
2026-09-13,El proyector no está mal por el precio que tiene pero cuando intentas situarlo a 4 metros o más es imposible lograr nitidez en los bordes,other,neutral,0.7419916391372681
2026-06-12,"Duró tres días,muy flojo.",lawn_and_garden,negative,0.931055188179016
2026-08-29,"Una luz muy potente, cegadora en un momento dado si la usas al máximo. La luz blanca y la amarilla se alternan genial. Buen producto.",wireless,positive,0.9787639379501344
2026-07-16,"Es lo que buscaba , pesa poco fácil de montar y calidad precio buena",sports,positive,0.8533379435539246
